"Ad_Category","Placebo_Difference","Placebo_SE","X20mg_Difference","X20mg_SE","X50mg_Difference","X50mg_SE"
"Slow",2.53393766856458,0.486740354776848,2.01326232247285,0.666414469493206,1.15411585365854,0.370358444957501
"Rapid",2.77126068376068,0.353242319012296,2.8837254332462,0.340604894171784,3.10716681038613,0.397319353884977
"Entire",2.65761882546023,0.202965713971671,2.5213150239265,0.218499965374749,2.21595540238451,0.215039904043553
